,id,first_gift_year,lapsed_count,recovered_count,max_consec_giving_years,total_giving_years,count_2013,count_2014,count_2015,count_2016,count_2017,count_yr0_x,count_yr1_x,count_yr2_x,count_yr3_x,count_yr4_x,lapsed_amount,recovered_amount,amount_2013,amount_2014,amount_2015,amount_2016,amount_2017,lapsed_amount_2013,lapsed_amount_2014,lapsed_amount_2015,lapsed_amount_2016,lapsed_amount_2017,upgraded_amount_2013,upgraded_amount_2014,upgraded_amount_2015,upgraded_amount_2016,upgraded_amount_2017,downgraded_amount_2013,downgraded_amount_2014,downgraded_amount_2015,downgraded_amount_2016,downgraded_amount_2017,amount_yr0,amount_yr1,amount_yr2,amount_yr3,amount_yr4,count_yr0_y,count_yr1_y,count_yr2_y,count_yr3_y,count_yr4_y,lapsed_amount_yr0,lapsed_amount_yr1,lapsed_amount_yr2,lapsed_amount_yr3,lapsed_amount_yr4,upgraded_amount_yr0,upgraded_amount_yr1,upgraded_amount_yr2,upgraded_amount_yr3,upgraded_amount_yr4,downgraded_amount_yr0,downgraded_amount_yr1,downgraded_amount_yr2,downgraded_amount_yr3,downgraded_amount_yr4,amount_01_2013,amount_02_2013,amount_03_2013,amount_04_2013,amount_05_2013,amount_06_2013,amount_07_2013,amount_08_2013,amount_09_2013,amount_10_2013,amount_11_2013,amount_12_2013,amount_01_2014,amount_02_2014,amount_03_2014,amount_04_2014,amount_05_2014,amount_06_2014,amount_07_2014,amount_08_2014,amount_09_2014,amount_10_2014,amount_11_2014,amount_12_2014,amount_01_2015,amount_02_2015,amount_03_2015,amount_04_2015,amount_05_2015,amount_06_2015,amount_07_2015,amount_08_2015,amount_09_2015,amount_10_2015,amount_11_2015,amount_12_2015,amount_01_2016,amount_02_2016,amount_03_2016,amount_04_2016,amount_05_2016,amount_06_2016,amount_07_2016,amount_08_2016,amount_09_2016,amount_10_2016,amount_11_2016,amount_12_2016,amount_01_2017,amount_02_2017,amount_03_2017,amount_04_2017,amount_05_2017,amount_06_2017,amount_07_2017,amount_08_2017,amount_09_2017,amount_10_2017,amount_11_2017,amount_12_2017,amount_total,count_total,amount_01_yr0,amount_02_yr0,amount_03_yr0,amount_04_yr0,amount_05_yr0,amount_06_yr0,amount_07_yr0,amount_08_yr0,amount_09_yr0,amount_10_yr0,amount_11_yr0,amount_12_yr0,amount_01_yr1,amount_02_yr1,amount_03_yr1,amount_04_yr1,amount_05_yr1,amount_06_yr1,amount_07_yr1,amount_08_yr1,amount_09_yr1,amount_10_yr1,amount_11_yr1,amount_12_yr1,amount_01_yr2,amount_02_yr2,amount_03_yr2,amount_04_yr2,amount_05_yr2,amount_06_yr2,amount_07_yr2,amount_08_yr2,amount_09_yr2,amount_10_yr2,amount_11_yr2,amount_12_yr2,amount_01_yr3,amount_02_yr3,amount_03_yr3,amount_04_yr3,amount_05_yr3,amount_06_yr3,amount_07_yr3,amount_08_yr3,amount_09_yr3,amount_10_yr3,amount_11_yr3,amount_12_yr3,amount_01_yr4,amount_02_yr4,amount_03_yr4,amount_04_yr4,amount_05_yr4,amount_06_yr4,amount_07_yr4,amount_08_yr4,amount_09_yr4,amount_10_yr4,amount_11_yr4,amount_12_yr4,years_donated,perc_years_donated,gift_pattern,donor_profile,behavior_2013,behavior_2014,behavior_2015,behavior_2016,behavior_2017,gainloss_2013,gainloss_2014,gainloss_2015,gainloss_2016,gainloss_2017,gainloss_2014_amt,gainloss_2015_amt,gainloss_2016_amt,gainloss_2017_amt,lifecycle_initial,lifecycle_first_gift,lifecycle_second_year,lifecycle_second_with_gap,lifecycle_multi_year,lifecycle_key_multi_year,lifecycle_recovered_multi_year,lifecycle_inconsistent_multi_year ,lifecycle_recovered_key_multi_year,lifecycle_lapsed_after_first,lifecycle_lapsed_after_first_long,lifecycle_lapsed_after_second,lifecycle_lapsed_multi_year,lifecycle_lapsed_long_multi_year,lifecycle_lapsed_key_multi_year,lifecycle_lapsed_long
715503,abfe2cef5fbdef89466ad07a30d781e8,2017-01-01,2,1,1,1,0,0,0,0,1,1,0,0,0,0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,,,,,,,,,,,,,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,"5,",one_time,none,none,none,none,new,none,none,none,none,gain,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1099144,ae8d1d26e4bcad181f1d2a5822528d00,2013-01-01,2,1,1,1,1,0,0,0,0,1,0,0,0,0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,"1,",one_time,new,lapse_new,none,none,none,gain,loss,none,none,none,-25.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1432812,96d7e5b128f4496b7cda5738a067a4bb,2017-01-01,2,1,1,1,0,0,0,0,1,1,0,0,0,0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,"5,",one_time,none,none,none,none,new,none,none,none,none,gain,0.0,0.0,0.0,25.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
125428,42d584c67e9f64b02d93a6d1e5f4edd8,2013-01-01,2,1,1,1,1,0,0,0,0,1,0,0,0,0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,"1,",one_time,new,lapse_new,none,none,none,gain,loss,none,none,none,-5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
809673,e2a45385e76b2eb1ca0fd876e5a1aaeb,2015-01-01,2,1,1,1,0,0,1,0,0,1,0,0,0,0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1,,,,,,,,,,,,,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,0.2,"3,",one_time,none,none,new,lapse_new,none,none,none,gain,loss,none,0.0,25.0,-25.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
537434,54556fca80695141ab85d217ae64fcd1,2016-01-01,2,1,1,1,0,0,0,1,0,1,0,0,0,0,213.27,0.0,0.0,0.0,0.0,213.27,0.0,0.0,0.0,0.0,0.0,213.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.27,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.27,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,"4,",one_time,none,none,none,new,lapse_new,none,none,none,gain,loss,0.0,0.0,213.27,-213.27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
542708,e7332e0b5c894930b91c3503d8cd8cd4,2014-01-01,2,1,1,1,0,1,0,0,0,1,0,0,0,0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,"2,",one_time,none,new,lapse_new,none,none,none,gain,loss,none,none,10.0,-10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
333839,d5132f60862439e0740d94144c760421,2016-01-01,3,2,2,2,0,0,0,2,1,2,1,0,0,0,60.0,0.0,0.0,0.0,0.0,478.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,478.0,60.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,538.0,3,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.4,"4,5,",repeat,none,none,none,new,downgrade,none,none,none,gain,loss,0.0,0.0,478.0,-418.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1223672,bc6fffca69c49f566012b81d51f7655e,2017-01-01,2,1,1,1,0,0,0,0,1,1,0,0,0,0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,,,,,,,,,,,,,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,"5,",one_time,none,none,none,none,new,none,none,none,none,gain,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1620676,ad30d0df241e78e108aab811fff0edc1,2017-01-01,2,1,1,1,0,0,0,0,1,1,0,0,0,0,43.8,0.0,0.0,0.0,0.0,0.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,0.0,0.0,0.0,0.0,43.8,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,"5,",one_time,none,none,none,none,new,none,none,none,none,gain,0.0,0.0,0.0,43.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20660,ba8f5febc6c5a49275e450bc1e1645c8,2014-01-01,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,"2,",one_time,none,new,lapse_new,none,none,none,gain,loss,none,none,1000.0,-1000.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1396475,8fdc44bf12a98c4503086560281aa010,2015-01-01,2,1,1,1,0,0,2,0,0,2,0,0,0,0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,0.2,"3,",one_time,none,none,new,lapse_new,none,none,none,gain,loss,none,0.0,30.0,-30.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1417402,9a2501a251f60a359c7c8c039680cd56,2017-01-01,2,1,1,1,0,0,0,0,1,1,0,0,0,0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,"5,",one_time,none,none,none,none,new,none,none,none,none,gain,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
301445,481d357f2e9706d345ca5c110d85fc95,2017-01-01,2,1,1,1,0,0,0,0,4,4,0,0,0,0,625.24,0.0,0.0,0.0,0.0,0.0,625.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.24,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,210.0,265.24,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,625.24,4,,,,,,,,,,,,,50.0,210.0,265.24,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,"5,",one_time,none,none,none,none,new,none,none,none,none,gain,0.0,0.0,0.0,625.24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
727346,ea8ff4e66452fcc839c65b35359e8b76,2016-01-01,2,1,1,1,0,0,0,1,0,1,0,0,0,0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,"4,",one_time,none,none,none,new,lapse_new,none,none,none,gain,loss,0.0,0.0,50.0,-50.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1865500,71d89bded1e294be07053c00d1a2cede,2014-01-01,2,1,1,1,0,1,0,0,0,1,0,0,0,0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1,,,,,,,,,,,,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,"2,",one_time,none,new,lapse_new,none,none,none,gain,loss,none,none,20.0,-20.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
